uuid,title,description,keywords,snippet,url,image_url,language,published_at,source,categories,relevance_score
ab6b83dc-ff5b-4e93-a2bf-d8e78a2f62bb,"Judge vacates death sentences of Pervis Payne, who was to be executed for a crime he says he didn't commit","A Tennessee judge this week vacated the death sentences of Pervis Payne, who has spent more than three decades on death row for two murders he says he did not c...","us, Judge vacates death sentences of Pervis Payne, who was to be executed for a crime he says he didn't commit - CNN","(CNN) A Tennessee judge this week vacated the death sentences of Pervis Payne , who has spent more than three decades on death row for two murders he says he di...",https://www.cnn.com/2021/11/27/us/pervis-payne-death-sentence-vacated/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211126103501-pervis-payne-11-23-2021-super-tease.jpg,en,2021-11-27T11:00:18.000000Z,cnn.com,['general'],9.289467
37f540bd-b5b5-4632-a14d-c47b5c9f98b9,Security guard dies after being shot in attempted robbery of San Francisco news crew,"A security guard on assignment for a San Francisco Bay area news crew died Saturday after being shot in an attempted robbery three days earlier, police said.","us, Security guard dies after being shot in attempted robbery of San Francisco news crew - CNN","(CNN) A security guard on assignment for a San Francisco Bay area news crew died Saturday after being shot in an attempted robbery three days earlier, police sa...",https://www.cnn.com/2021/11/28/us/ca-security-guard-dies-after-news-crew-shooting/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211127232847-kevin-nishita-security-guard-shot-super-tease.jpg,en,2021-11-28T05:54:50.000000Z,cnn.com,['general'],4.623854
881ea37b-dec0-4806-9e09-378fdce42813,Opinion: I reported on Ahmaud Arbery's death last year. I finally exhaled last week.,"Like many Black people in this country, I had been waiting for the verdict with bated breath. That is part of the Black experience in America -- holding one's b...","opinions, Opinion: I reported on Ahmaud Arbery's death last year. I finally exhaled last week. - CNN","Nsenga K. Burton, Ph.D., is the founder and editor-in-chief of The Burton Wire , a news blog covering the Black Diaspora. Dr. Burton is co-editor of the book ""B...",https://www.cnn.com/2021/11/28/opinions/ahmaud-arbery-verdict-reaction-burton/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211125121145-01-week-in-photos-1125-super-tease.jpg,en,2021-11-28T15:35:13.000000Z,cnn.com,['general'],4.5914893
0f6ae646-b5c3-41a1-9caf-96439f21b926,NYPD Hate Crimes Task Force is investigating after police say an Asian woman was attacked with a large rock,"The New York Police Department's Hate Crimes Task Force is investigating an attack on an Asian woman in Queens on Friday that left her in critical condition, an...","us, NYPD Hate Crimes Task Force is investigating after police say an Asian woman was attacked with a large rock - CNN",(CNN) The New York Police Department's Hate Crimes Task Force is investigating an attack on an Asian woman in Queens on Friday that left her in critical conditi...,https://www.cnn.com/2021/11/28/us/new-york-asian-woman-attack/index.html,https://cdn.cnn.com/cnnnext/dam/assets/210408192737-nypd-cruiser-file-super-tease.jpg,en,2021-11-28T21:37:22.000000Z,cnn.com,['general'],7.5234613
7643601b-66a8-49be-ad0f-b0e3d1f065f7,Beverly Hills police say they're investigating anti-Semitic flyers distributed one night before the beginning of Hanukkah,"Police in Beverly Hills, California, have launched an investigation after residents received anti-Jewish hate speech flyers ahead of the first night of Hanukkah...","us, Beverly Hills police say they're investigating anti-Semitic flyers distributed one night before the beginning of Hanukkah - CNN","(CNN) Police in Beverly Hills, California, have launched an investigation after residents received anti-Jewish hate speech flyers ahead of the first night of Ha...",https://www.cnn.com/2021/11/29/us/beverly-hills-anti-semitic-flyers-investigation/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211129020850-map-2-beverly-hills-11292021-super-tease.jpg,en,2021-11-29T07:42:22.000000Z,cnn.com,['general'],7.0250225
043c440e-03f2-4184-9f62-51d358ba271f,"Trial of Jussie Smollett, accused of lying to police about an alleged hate crime, begins Monday with jury selection","The actor Jussie Smollett has denied for more than two years he lied about being the victim of a hate crime. Starting Monday, he and his lawyers will fight the ...","us, Jussie Smollett trial begins with jury selection in Chicago on Monday - CNN","(CNN) The long road in the Jussie Smollett case finally reaches trial Monday in Chicago, more than two years after police first alleged the actor lied about bei...",https://www.cnn.com/2021/11/29/us/jussie-smollett-trial-monday/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211127094635-01-jussie-smollett-trial-preview-file-071421-super-tease.jpg,en,2021-11-29T10:45:11.000000Z,cnn.com,['general'],12.261545
ff604feb-ba3a-4ae7-b492-8e140f3559f8,Who is Ghislaine Maxwell? Socialite and ex-girlfriend of Jeffrey Epstein goes on trial,British socialite Ghislaine Maxwell has gained global notoriety as the former girlfriend and social companion of the convicted pedophile and disgraced financier...,"us, Who is Ghislaine Maxwell? Socialite and ex-girlfriend of Jeffrey Epstein goes on trial - CNN",(CNN) British socialite Ghislaine Maxwell has gained global notoriety as the former girlfriend and social companion of the convicted pedophile and disgraced fin...,https://www.cnn.com/2021/11/29/us/ghislaine-maxwell-epstein-profile-intl/index.html,https://cdn.cnn.com/cnnnext/dam/assets/200814010616-ghislaine-maxwell-file-super-tease.jpg,en,2021-11-29T10:54:12.000000Z,cnn.com,['general'],2.4320722
57e2fb03-b0c2-4b22-8ad2-d95d5a8ff96e,Jussie Smollett's trial starts today. This is how we got here,"Jury selection starts Monday in the trial of former ""Empire"" star Jussie Smollett, who is accused of making false reports to authorities that he was the victim ...","us, Jussie Smollett's trial starts today. This is how we got here - CNN","(CNN) Jury selection starts Monday in the trial of former ""Empire"" star Jussie Smollett , who is accused of making false reports to authorities that he was the ...",https://www.cnn.com/2021/11/29/us/jussie-smollett-how-we-got-here/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211127094639-03-jussie-smollett-trial-preview-file-111921-super-tease.jpg,en,2021-11-29T11:35:50.000000Z,cnn.com,['general'],2.2918944
d1ed5b35-f66c-417d-baf3-24c5bec2644f,Opinion: Shopping online this holiday season? Why you need to protect yourself,"Cyber Monday is here, and while millions of Americans will be looking for the best deals the internet has to offer, cyber criminals will be hard at work looking...","perspectives, Opinion: Shopping online this holiday season? Why you need to protect yourself - CNN","Jen Easterly is the director of the Cybersecurity and Infrastructure Security Agency (CISA), leading the national effort to understand, manage, and reduce risk ...",https://www.cnn.com/2021/11/29/perspectives/cyber-monday-safe-online-shopping/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211127123106-online-shopping-stock-super-tease.jpg,en,2021-11-29T12:18:57.000000Z,cnn.com,['general'],3.5035028
a4b8e805-0f93-4d8f-a94b-d3c45334c1a9,"The Taliban executed scores of Afghan security forces members after surrender, HRW report alleges","The Taliban executed dozens of members of the Afghan security forces after they surrendered following the militants' seizure of Afghanistan in late summer, new ...","asia, The Taliban executed scores of Afghan security forces members after surrender, HRW alleges - CNN",(CNN) The Taliban executed dozens of members of the Afghan security forces after they surrendered following the militants' seizure of Afghanistan in late summer...,https://www.cnn.com/2021/11/30/asia/afghanistan-hrw-report-taliban-killings-intl/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211115081645-taliban-military-parade-kabul-afghanistan-11-14-2021-super-tease.jpg,en,2021-11-30T13:49:03.000000Z,cnn.com,['general'],2.9786196
9bcc47d8-f280-435b-a04c-de663c1ce911,Former dean of Temple University convicted of fraud for using fake data to boost its national ranking,The former dean of Temple University's business school was convicted Monday on charges of conspiracy and wire fraud for a scheme in which he and others used fal...,"us, Temple University: Former dean convicted of fraud for using fake data to boost its national ranking - CNN",(CNN) The former dean of Temple University's business school was convicted Monday on charges of conspiracy and wire fraud for a scheme in which he and others us...,https://www.cnn.com/2021/11/30/us/temple-university-dean-guilty/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211130161427-01-moshe-porat-file-super-tease.jpg,en,2021-11-30T21:25:48.000000Z,cnn.com,['general'],3.66496
879d28c9-94c5-4036-a5a0-58b192dd5210,Three 16-year-olds charged with attempted first-degree murder after shooting in Colorado high school parking lot,Three 16-year-olds allegedly involved in a shooting in the parking lot of a Colorado high school earlier this month have been charged as adults with attempted f...,"us, Aurora, Colorado shooting: Three 16-year-olds charged with attempted murder - CNN",(CNN) Three 16-year-olds allegedly involved in a shooting in the parking lot of a Colorado high school earlier this month have been charged as adults with attem...,https://www.cnn.com/2021/11/30/us/colorado-high-school-shooting-attempted-murder-charges/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211119234249-02-aurora-hinkley-high-school-shooting-1119-super-tease.jpg,en,2021-11-30T23:19:44.000000Z,cnn.com,['general'],7.349638
abcbaa74-452e-4c3b-9b06-a69d63aee58b,Alice Sebold apologizes to exonerated man who spent years in prison for her rape,"Author Alice Sebold apologized to a man who last week was exonerated of her rape, a crime she wrote about in her memoir ""Lucky,"" but the writer also appeared to...","us, Alice Sebold apologizes to Anthony Broadwater, the man exonerated of her rape after years in prison - CNN","(CNN) Author Alice Sebold apologized to a man who last week was exonerated of her rape, a crime she wrote about in her memoir ""Lucky,"" but the writer also appea...",https://www.cnn.com/2021/11/30/us/alice-sebold-apology-man-exonerated-rape/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211130193538-alice-sebold-2018-super-tease.jpg,en,2021-12-01T02:50:54.000000Z,cnn.com,['general'],6.348139
9daac97c-b96c-4685-a54f-1009492edd95,Authorities get search warrant on suspected supplier of 'Rust' ammo,"Investigators in New Mexico were authorized by a state judge Tuesday to search an Albuquerque prop store where some of the rounds used on the set of the film ""R...","entertainment, NM authorities get search warrant on suspected supplier of ""Rust"" ammo - CNN",(CNN) Investigators in New Mexico were authorized by a state judge Tuesday to search an Albuquerque prop store where some of the rounds used on the set of the f...,https://www.cnn.com/2021/11/30/entertainment/rust-warrant/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211026182135-halyna-hutchins-rust-set-last-photo-super-tease.jpg,en,2021-12-01T03:15:12.000000Z,cnn.com,['general'],5.026824
3de8f706-89fe-4650-ab23-1dbd7da47f6a,"City Councilman Andre Dickens will become Atlanta's next mayor, CNN projects","City Councilman Andre Dickens will become Atlanta's next mayor, CNN projects, defeating City Council President Felicia Moore in a runoff election to determine w...","politics, City Councilman Andre Dickens will become Atlanta's next mayor, CNN projects - CNNPolitics","(CNN) City Councilman Andre Dickens will become Atlanta's next mayor, CNN projects, defeating City Council President Felicia Moore in a runoff election to deter...",https://www.cnn.com/2021/11/30/politics/atlanta-mayor-race-andre-dickens/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211130230500-01-andre-dickens-watch-party-screengrab-super-tease.jpg,en,2021-12-01T03:59:23.000000Z,cnn.com,['general'],4.909288
c37288a6-4d26-4e23-8ad1-b019a2e1e6ac,Poll: Young Americans say they're fearful about the future of the country,"Most American adults younger than 30 are concerned about the US and its democracy, according to a survey released Wednesday by the Institute of Politics at the ...","politics, Poll: Young Americans say they're fearful about the future of the country - CNNPolitics","(CNN) Most American adults younger than 30 are concerned about the US and its democracy, according to a survey released Wednesday by the Institute of Politics a...",https://www.cnn.com/2021/12/01/politics/harvard-poll-young-americans/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211102104846-virginia-elections-110221-super-tease.jpg,en,2021-12-01T14:06:31.000000Z,cnn.com,['general'],4.3697863
64cdea48-8fd9-42e9-9009-4add70b239e0,Abimbola Osundairo called to testify in trial of actor Jussie Smollett,Prosecutors in the trial of Jussie Smollett have called Abimbola Osundairo to the stand.,"us, Jussie Smollett trial: Abimbola Osundairo called to testify in actor's trial - CNN","Chicago (CNN) Prosecutors in the trial of Jussie Smollett have called Abimbola Osundairo to the stand.

Smollett, who is Black and gay, has said that on a cold ...",https://www.cnn.com/2021/12/01/us/jussie-smollett-trial-abimbola-osundairo-testimony/index.html,https://cdn.cnn.com/cnnnext/dam/assets/190219082640-03-osundairo-brothers-smollett-super-tease.jpg,en,2021-12-01T20:37:58.000000Z,cnn.com,['general'],8.203498
cac427c9-e8c4-487c-9951-562c7a1cc052,"Abuse directed at London Hanukkah party bus investigated as a hate crime, police say",London Metropolitan Police are investigating a video that appeared to show a group of men spitting at group of Jewish people celebrating Hanukkah earlier this w...,"uk, Abuse directed at London Hanukkah party bus investigated as a hate crime, police say - CNN",London (CNN) London Metropolitan Police are investigating a video that appeared to show a group of men spitting at group of Jewish people celebrating Hanukkah e...,https://www.cnn.com/2021/12/02/uk/london-abuse-hanukkah-bus-intl-gbr/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211202102606-london-oxford-street-antisemitic-incident-map-super-tease.jpg,en,2021-12-02T18:35:35.000000Z,cnn.com,['general'],11.533797
f8ce7194-81b0-4b50-adab-e8251b5b0ccd,Man who says he faked attack on Jussie Smollett fends off sharp questioning on cross-examination,"The man who testified he was directed to fake a racist and anti-gay attack on ""Empire"" actor Jussie Smollett fended off aggressive questions about his motivatio...","us, Jussie Smollett trial: Man who says he faked attack ends off defense's sharp questioning in testimony - CNN","(CNN) The man who testified he was directed to fake a racist and anti-gay attack on ""Empire"" actor Jussie Smollett fended off aggressive questions about his mot...",https://www.cnn.com/2021/12/02/us/jussie-smollett-trial/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211201214052-01-smollett-trial-abimbola-osundairo-1201-sketch-super-tease.jpg,en,2021-12-02T20:14:00.000000Z,cnn.com,['general'],6.7049475
14f9c29c-ce1d-42eb-ab3d-8978d224500d,Opinion: Michigan school shooting reveals the epidemic America is ignoring,"Republicans have repeatedly hyped up a phony threat of ""critical race theory"" when it is school shootings that pose a real danger to the physical and psychologi...","opinions, Opinion: Michigan school shooting reveals the epidemic America is ignoring - CNN","Julian Zelizer, a CNN political analyst, is a professor of history and public affairs at Princeton University and author of the book, ""Abraham Joshua Heschel: A...",https://www.cnn.com/2021/12/02/opinions/michigan-school-shooting-gun-control-epidemic-zelizer/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211201154644-03-oxford-shooting-memorial-120121-super-tease.jpg,en,2021-12-02T23:52:53.000000Z,cnn.com,['general'],3.2198105
4f0e0813-8d9b-4dee-a837-55f14711103c,DA who released Waukesha suspect ahead of tragedy says it was the result of human error by an overworked staffer,The Milwaukee district attorney whose office allowed for the release of a man accused of running over holiday parade attendees last month said Thursday that his...,"us, John Chisholm, the Milwaukee DA who released Waukesha suspect ahead of tragedy says it was the result of human error by an overworked staffer - CNN",(CNN) The Milwaukee district attorney whose office allowed for the release of a man accused of running over holiday parade attendees last month said Thursday th...,https://www.cnn.com/2021/12/02/us/waukesha-suspect-da-error/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211202222155-duplicate-district-attorney-john-chisholm-super-tease.jpg,en,2021-12-03T04:28:39.000000Z,cnn.com,['general'],5.351412
38e48abe-2b89-4552-8837-258b3e790b8d,Man sentenced to nearly 7 years for attacking Black man with knife was repeat hate crime offender,"A repeat hate crime offender was sentenced to nearly seven years in federal prison for an unprovoked knife attack against a Black man in California, the Justice...","us, California man sentenced for the fourth time for hate crime attack  - CNN","(CNN) A repeat hate crime offender was sentenced to nearly seven years in federal prison for an unprovoked knife attack against a Black man in California, the J...",https://www.cnn.com/2021/12/03/us/california-man-hate-crime-sentence/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211203143158-ole-hougen-hate-crime-california-070521-file-super-tease.jpg,en,2021-12-03T22:19:03.000000Z,cnn.com,['general'],14.906352
e0ab2869-aab1-408e-b35a-85d386042df2,Senate Democrats say Republicans are holding up nomination for anti-Semitism post,Democrats in Congress told CNN that GOP senators are continuing to hold up the nomination of the woman President Joe Biden tapped to become the next US Envoy to...,"politics, Senate Democrats say Republicans are holding up nomination for anti-Semitism post - CNNPolitics",(CNN) Democrats in Congress told CNN that GOP senators are continuing to hold up the nomination of the woman President Joe Biden tapped to become the next US En...,https://www.cnn.com/2021/12/08/politics/deborah-lipstadt-envoy-nomination-anti-semitism/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211208165659-deborah-lipstadt-denial-italy-101716-file-super-tease.jpg,en,2021-12-08T23:08:26.000000Z,cnn.com,['general'],3.5035028
90a7b17e-1fc1-4d6e-a4f7-85e87fef99ed,"Canada bans conversion therapy, a practice Trudeau calls 'despicable and degrading'","Canada on Wednesday banned conversion therapy, which are treatments that claim to be able to change a person's sexual orientation or identity.","americas, Canada bans conversion therapy, a practice Trudeau calls 'despicable and degrading' - CNN","(CNN) Canada on Wednesday banned conversion therapy, which are treatments that claim to be able to change a person's sexual orientation or identity.

The law ma...",https://www.cnn.com/2021/12/09/americas/canada-conversion-therapy-ban/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211208232011-canada-pride-flag-file-2019-super-tease.jpg,en,2021-12-09T08:54:55.000000Z,cnn.com,['general'],5.065642
11b63ff7-4893-4e1a-8b2b-997957dcfcba,Jussie Smollett trial: Jurors set to begin second day of deliberations Thursday,"Jurors in Chicago will begin the second day of deliberations Thursday in the trial of actor Jussie Smollett, who has been charged in connection with allegedly s...","us, Jussie Smollett trial: Jurors set to begin second day of deliberations Thursday - CNN","(CNN) Jurors in Chicago will begin the second day of deliberations Thursday in the trial of actor Jussie Smollett, who has been charged in connection with alleg...",https://www.cnn.com/2021/12/09/us/jussie-smollett-trial-thursday-jury-deliberations/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211208230632-jussie-smollett-court-file-120821-super-tease.jpg,en,2021-12-09T09:44:55.000000Z,cnn.com,['general'],6.423234
59f598c9-f961-4679-81f2-faf154f3291d,Epik is a refuge for the deplatformed far right. Here's why its CEO insists on doing it,,"business, Epik is a refuge for the deplatformed far right. Here's why its CEO insists on doing it - CNN","(CNN) In October of 2018, a man walked into the Tree of Life synagogue in Pittsburgh and opened fire, killing 11 people -- the worst anti-Semitic attack in US h...",https://www.cnn.com/2021/12/09/business/epik-hack-ceo-rob-monster-invs/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211207112612-20211207-rob-monster-profile-t1-super-tease.jpg,en,2021-12-09T12:10:17.000000Z,cnn.com,['general'],1.7547703
fc2ebe10-730a-45c6-b289-3329d45c7204,How two Maryland women work to raise awareness about missing Black people,"When the disappearance and death of Gabby Petito blew up social media and flooded TV screens in August, the case put a renewed spotlight on the inequity in cove...","us, How two Maryland women work to raise awareness about missing Black people - CNN","(CNN) When the disappearance and death of Gabby Petito blew up social media and flooded TV screens in August, the case put a renewed spotlight on the inequity i...",https://www.cnn.com/2021/12/09/us/black-and-missing-iyw-trnd/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211208145439-black-and-missing-iyw-trnd-00003315-super-tease.png,en,2021-12-09T16:43:26.000000Z,cnn.com,['general'],3.8420162
0c91874c-fa29-4d4c-98a6-bf12b2698125,"Opinion: The infectious disease expert who warned us 800,000 Americans would die of Covid-19","Peter Bergen interviewed infectious disease expert and professor at the University of Minnesota, Michael Osterholm, who predicted in April 2020 that 800,000 Ame...","opinions, Opinion: The infectious disease expert who warned us 800, 000 Americans would die of Covid-19  - CNN","Peter Bergen is CNN's national security analyst, a vice president at New America and a professor of practice at Arizona State University. He is the senior edito...",https://www.cnn.com/2021/12/09/opinions/infectious-disease-expert-warned-covid-19-deaths-bergen/index.html,https://cdn.cnn.com/cnnnext/dam/assets/210919193841-covid-deaths-memorial-dc-0918-super-tease.jpg,en,2021-12-09T19:02:35.000000Z,cnn.com,['general'],1.8624926
e5e4d1ca-924a-4a30-ba16-a52395931ca6,"CEOs of Target, Best Buy, CVS and other retail chains ask Congress for help amid crime surge","The CEOs of Target, Best Buy, Nordstrom, Home Depot and CVS are among a group of 20 retail leaders who sent a letter Thursday to Congress expressing their conce...","business, CEOs of Target, Best Buy, CVS and other retail chains ask Congress for help amid crime surge - CNN","New York (CNNBusiness) The CEOs of Target (TGT), Best Buy (BBY), Nordstrom (JWN), Home Depot (HD) and CVS (CVS) are among a group of 20 retail leaders who sent ...",https://www.cnn.com/2021/12/09/business/retail-ceos-letter-to-congress-crime/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211209152939-us-capitol-1116-super-tease.jpg,en,2021-12-09T21:19:02.000000Z,cnn.com,['general'],10.933207
9bf2b7c0-4ceb-47a6-b5b5-86e6dbf1b931,Live updates: Jury reaches verdict in Jussie Smollett trial,The jury has reached a verdict in the trial of Jussie Smollett. He is charged with six counts of disorderly conduct on suspicion of making false reports to poli...,"us, Live updates: Jury reaches verdict in Jussie Smollett trial","A verdict has been reached in the trial of Jussie Smollett, according to Mary Wisniewski, director of communications for the Office of the Chief Judge of the Co...",https://www.cnn.com/us/live-news/jussie-smollett-trial-verdict-watch-12-09-21/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211206140046-jussie-smollett-court-super-tease.jpg,en,2021-12-09T22:29:24.000000Z,cnn.com,['general'],6.388071
d10e398b-211f-40ab-b8d8-8e99fc3b6825,A partial skull bone and dozens of skeletal remains found in missing student's car found in creek after almost 46 years,"Investigators picking through Kyle Clinkscales' rusted 1974 Ford Pinto have recovered a partial skull bone, dozens of human remains and personal items believed ...","us, Skeletal remains found in missing student's car - CNN","(CNN) Investigators picking through Kyle Clinkscales' rusted 1974 Ford Pinto have recovered a partial skull bone, dozens of human remains and personal items bel...",https://www.cnn.com/2021/12/09/us/clinkscales-missing-car-search-trnd/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211209153310-kyle-clinkscales-car-processing-super-tease.jpg,en,2021-12-09T22:56:16.000000Z,cnn.com,['general'],4.909288
77337295-5ede-41f2-8143-61bd4b9e1d5d,Video shows corrections officer drop transgender woman on her face in Baltimore corrections facility,"Video of a transgender woman being held in a chokehold by a Baltimore corrections officer, then dropped on her face and dragged, was released by her attorney as...","us, Amber Canter lawsuit: Video shows corrections officer drop transgender woman on her face in Baltimore corrections facility - CNN","(CNN) Video of a transgender woman being held in a chokehold by a Baltimore corrections officer, then dropped on her face and dragged, was released by her attor...",https://www.cnn.com/2021/12/09/us/transgender-inmate-assault-baltimore-corrections-officers/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211208185858-canter-baltimore-city-booking-video-super-tease.jpg,en,2021-12-09T23:34:21.000000Z,cnn.com,['general'],2.4320722
a11dc9e2-2005-4961-b304-42c064b1e7b9,Jussie Smollett found guilty on 5 counts of disorderly conduct,A jury in Chicago has found former,"us, Jussie Smollett found guilty on 5 counts of disorderly conduct  - CNN Video","A jury in Chicago has found former ""Empire"" actor Jussie Smollett guilty of five of six counts of disorderly conduct for making false reports to police that he ...",https://www.cnn.com/videos/us/2021/12/09/jussie-smollett-verdict-guilty-felony-tsr-sidner-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/211209185533-03-smollett-arrives-court-1209-super-tease.jpg,en,2021-12-10T00:12:11.000000Z,cnn.com,['general'],7.2425327
9c9ab6b9-8429-4ad0-ae2a-e990fd0e77ea,Analysis: How Sean Hannity and right-wing media personalities are using the Smollett verdict to attack the media,"A version of this article first appeared in the ""Reliable Sources"" newsletter.","media, Analysis: How Sean Hannity and right-wing media personalities are using the Smollett verdict to attack the media - CNN","(CNN Business) A version of this article first appeared in the ""Reliable Sources"" newsletter. You can sign up for free right here.

""CORRUPT LEFT-WING MEDIA MOB...",https://www.cnn.com/2021/12/09/media/sean-hannity-jussie-smollett-reliable-sources/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211209230245-jussie-smollett-1209-super-tease.jpg,en,2021-12-10T04:17:16.000000Z,cnn.com,['general'],4.3697863
e892e17b-f384-49fa-af70-d6bd95ac8c1a,Former Philadelphia mayor calls out 'White wokeness' as city's homicide rate goes up,CNN's Michael Smerconish speaks with former Philadelphia Mayor Michael Nutter about his explosive op-ed calling out Philadelphia District Attorney Larry Krasner...,"us, Former Philadelphia mayor calls out 'White wokeness' as city's homicide rate goes up - CNN Video",CNN's Michael Smerconish speaks with former Philadelphia Mayor Michael Nutter about his explosive op-ed calling out Philadelphia District Attorney Larry Krasner...,https://www.cnn.com/videos/us/2021/12/10/michael-nutter-philadelphia-homicide-rate-larry-krasner-sot-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/211209234805-michael-nutter-12-09-2021-ctn-vpx-super-tease.jpg,en,2021-12-10T05:08:10.000000Z,cnn.com,['general'],7.304901
6c00b7cf-ccf4-422a-8250-15d7f978e9bb,Jussie Smollett trial: Actor was found guilty of falsely reporting a hate crime. Here's what comes next,"Former ""Empire"" actor Jussie Smollett was found guilty Thursday on five counts of felony disorderly conduct for making false reports to police that he was the v...","us, Jussie Smollett trial: Actor was found guilty of falsely reporting a hate crime. Here's what comes next - CNN","(CNN) Former ""Empire"" actor Jussie Smollett was found guilty Thursday on five counts of felony disorderly conduct for making false reports to police that he was...",https://www.cnn.com/2021/12/10/us/jussie-smollett-trial-guilty-next-steps/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211209215619-04-smollett-arrives-court-1209-super-tease.jpg,en,2021-12-10T06:16:51.000000Z,cnn.com,['general'],13.427584
74bdb0a2-795e-483a-8516-ec3686b1bb99,Opinion: The answer to a stronger economy is in criminal justice reform,"Robert Rooks writes that amidst America's labor crisis, there is one untapped resource that could jumpstart the economy and the job market: the formerly incarce...","opinions, Opinion: The answer to a stronger economy is in criminal justice reform - CNN","Robert Rooks is CEO of REFORM Alliance , a victims' rights advocate, and a grassroots organizer for criminal justice reform. The opinions expressed here are his...",https://www.cnn.com/2021/12/10/opinions/criminal-justice-reform-us-stronger-economy-rooks/index.html,https://cdn.cnn.com/cnnnext/dam/assets/201223154349-criminal-justice-reform-protest-2018-super-tease.jpg,en,2021-12-10T11:21:45.000000Z,cnn.com,['general'],4.872821
6cb0f4e7-7b36-4f9b-bae7-9be25755e29c,"5 things to know for Dec. 10: Covid, Jan. 6, Immigration, Robberies, Jussie Smollett",Here's what else you need to know to Get Up to Speed and On with Your Day.,"us, 5 things to know for Dec. 10: Covid, Jan. 6, Immigration, Robberies, Jussie Smollett - CNN","If your day doesn't start until you're up to speed on the latest headlines, then let us introduce you to your new favorite morning fix. Sign up here for the '5 ...",https://www.cnn.com/2021/12/10/us/five-things-december-10-trnd/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211210051601-restricted-pfizer-covid-19-booster-massachusetts-11-09-2021-super-tease.jpg,en,2021-12-10T11:37:55.000000Z,cnn.com,['general'],4.5914893
dc3c15ca-cba5-47e2-802b-3aa336cb46a2,More than 300 arrested by US Marshals in Gulf Coast crime sweep targeting violent criminals,"The US Marshals Service announced the end of a 26-long-week, multiagency crime sweep, resulting in the arrest of more than 350 people on the Gulf Coast.","us, US Marshals arrest hundreds in Gulf Coast crime sweep  - CNN","(CNN) The US Marshals Service announced the end of a 26-long-week, multiagency crime sweep, resulting in the arrest of more than 350 people on the Gulf Coast.

...",https://www.cnn.com/2021/12/11/us/us-marshals-operation-triple-beam/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211210151629-map-us-marshals-operation-triple-beam-super-tease.jpg,en,2021-12-11T09:01:40.000000Z,cnn.com,['general'],14.094002
f9557f7c-9568-4c20-9cb8-ed5c72ad9c5d,The old 'West Side Story' got half the story wrong. Spielberg's new film tries to make it right,Many Puerto Ricans felt insulted by the way characters from the island were portrayed in the 1961 version of,"entertainment, How Spielberg changed 'West Side Story' - CNN","This story contains spoilers for ""West Side Story,"" which is currently in theaters.

(CNN) The ""West Side Story"" in theaters now isn't the movie you've seen bef...",https://www.cnn.com/2021/12/11/entertainment/west-side-story-puerto-ricans-cec/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211209164220-west-side-story-split-restricted-super-tease.jpg,en,2021-12-11T15:08:20.000000Z,cnn.com,['general'],2.0550013
